Region,Country,Year,Age,"Both Sexes Population","Male Population","Female Population","Percent Both Sexes","Percent Male","Percent Female","Sex Ratio"
"Custom Region",Algeria,2017,0-4,4520730,2314811,2205919,11.0,11.2,10.9,104.9
"Custom Region",Algeria,2017,5-9,4171818,2136526,2035292,10.2,10.3,10.1,105.0
"Custom Region",Algeria,2017,10-14,3314942,1697231,1617711,8.1,8.2,8.0,104.9
"Custom Region",Algeria,2017,15-19,2871951,1468868,1403083,7.0,7.1,6.9,104.7
"Custom Region",Algeria,2017,20-24,3397413,1739317,1658096,8.3,8.4,8.2,104.9
"Custom Region",Algeria,2017,25-29,3594523,1843336,1751187,8.8,8.9,8.7,105.3
"Custom Region",Algeria,2017,30-34,3603630,1818513,1785117,8.8,8.8,8.8,101.9
"Custom Region",Algeria,2017,35-39,3352746,1684967,1667779,8.2,8.1,8.2,101.0
"Custom Region",Algeria,2017,40-44,2721763,1382502,1339261,6.6,6.7,6.6,103.2
"Custom Region",Algeria,2017,45-49,2343990,1184197,1159793,5.7,5.7,5.7,102.1
"Custom Region",Algeria,2017,50-54,1972402,992645,979757,4.8,4.8,4.8,101.3
"Custom Region",Algeria,2017,55-59,1601317,806053,795264,3.9,3.9,3.9,101.4
"Custom Region",Algeria,2017,60-64,1187263,604245,583018,2.9,2.9,2.9,103.6
"Custom Region",Algeria,2017,65-69,872347,435599,436748,2.1,2.1,2.2,99.7
"Custom Region",Algeria,2017,70-74,563290,263247,300043,1.4,1.3,1.5,87.7
"Custom Region",Algeria,2017,75-79,391270,174838,216432,1.0,0.8,1.1,80.8
"Custom Region",Algeria,2017,80-84,281973,122459,159514,0.7,0.6,0.8,76.8
"Custom Region",Algeria,2017,85-89,144469,59763,84706,0.4,0.3,0.4,70.6
"Custom Region",Algeria,2017,90-94,48283,18634,29649,0.1,0.1,0.1,62.8
"Custom Region",Algeria,2017,95-99,11532,4098,7434,0.0,0.0,0.0,55.1
"Custom Region",Algeria,2017,100+,1791,580,1211,0.0,0.0,0.0,47.9
"Custom Region",AmericanSamoa,2013,Total,54719,27413,27306,100.0,100.0,100.0,100.4
"Custom Region",AmericanSamoa,2013,0-4,5253,2581,2672,9.6,9.4,9.8,96.6
"Custom Region",AmericanSamoa,2013,5-9,4079,1974,2105,7.5,7.2,7.7,93.8
"Custom Region",AmericanSamoa,2013,10-14,4482,2254,2228,8.2,8.2,8.2,101.2
"Custom Region",AmericanSamoa,2013,15-19,5771,2858,2913,10.5,10.4,10.7,98.1
"Custom Region",AmericanSamoa,2013,20-24,5646,2799,2847,10.3,10.2,10.4,98.3
"Custom Region",AmericanSamoa,2013,25-29,3743,1884,1859,6.8,6.9,6.8,101.3
"Custom Region",AmericanSamoa,2013,30-34,3714,2057,1657,6.8,7.5,6.1,124.1
"Custom Region",AmericanSamoa,2013,35-39,3798,2132,1666,6.9,7.8,6.1,128.0
"Custom Region",AmericanSamoa,2013,40-44,3946,2019,1927,7.2,7.4,7.1,104.8
"Custom Region",AmericanSamoa,2013,45-49,4007,1898,2109,7.3,6.9,7.7,90.0
"Custom Region",AmericanSamoa,2013,50-54,3482,1672,1810,6.4,6.1,6.6,92.4
"Custom Region",AmericanSamoa,2013,55-59,2527,1259,1268,4.6,4.6,4.6,99.3
"Custom Region",AmericanSamoa,2013,60-64,1703,837,866,3.1,3.1,3.2,96.7
"Custom Region",AmericanSamoa,2013,65-69,1154,575,579,2.1,2.1,2.1,99.3
"Custom Region",AmericanSamoa,2013,70-74,687,322,365,1.3,1.2,1.3,88.2
"Custom Region",AmericanSamoa,2013,75-79,378,170,208,0.7,0.6,0.8,81.7
"Custom Region",AmericanSamoa,2013,80-84,202,81,121,0.4,0.3,0.4,66.9
"Custom Region",AmericanSamoa,2013,85-89,110,34,76,0.2,0.1,0.3,44.7
"Custom Region",AmericanSamoa,2013,90-94,33,7,26,0.1,0.0,0.1,26.9
"Custom Region",AmericanSamoa,2013,95-99,4,0,4,0.0,0.0,0.0,0.0
"Custom Region",AmericanSamoa,2013,100+,0,0,0,0.0,0.0,0.0,
"Custom Region",AmericanSamoa,2014,Total,54517,27278,27239,100.0,100.0,100.0,100.1
"Custom Region",AmericanSamoa,2014,0-4,5219,2567,2652,9.6,9.4,9.7,96.8
"Custom Region",AmericanSamoa,2014,5-9,3812,1839,1973,7.0,6.7,7.2,93.2
"Custom Region",AmericanSamoa,2014,10-14,4557,2265,2292,8.4,8.3,8.4,98.8
"Custom Region",AmericanSamoa,2014,15-19,5004,2483,2521,9.2,9.1,9.3,98.5
"Custom Region",AmericanSamoa,2014,20-24,6029,2985,3044,11.1,10.9,11.2,98.1
"Custom Region",AmericanSamoa,2014,25-29,3847,1920,1927,7.1,7.0,7.1,99.6
"Custom Region",AmericanSamoa,2014,30-34,3651,1997,1654,6.7,7.3,6.1,120.7
"Custom Region",AmericanSamoa,2014,35-39,3793,2154,1639,7.0,7.9,6.0,131.4
"Custom Region",AmericanSamoa,2014,40-44,3852,1992,1860,7.1,7.3,6.8,107.1
"Custom Region",AmericanSamoa,2014,45-49,4049,1957,2092,7.4,7.2,7.7,93.5
"Custom Region",AmericanSamoa,2014,50-54,3558,1674,1884,6.5,6.1,6.9,88.9
"Custom Region",AmericanSamoa,2014,55-59,2682,1347,1335,4.9,4.9,4.9,100.9
"Custom Region",AmericanSamoa,2014,60-64,1789,864,925,3.3,3.2,3.4,93.4
"Custom Region",AmericanSamoa,2014,65-69,1204,593,611,2.2,2.2,2.2,97.1
"Custom Region",AmericanSamoa,2014,70-74,706,335,371,1.3,1.2,1.4,90.3
"Custom Region",AmericanSamoa,2014,75-79,411,181,230,0.8,0.7,0.8,78.7
"Custom Region",AmericanSamoa,2014,80-84,203,82,121,0.4,0.3,0.4,67.8
"Custom Region",AmericanSamoa,2014,85-89,111,35,76,0.2,0.1,0.3,46.1
"Custom Region",AmericanSamoa,2014,90-94,35,8,27,0.1,0.0,0.1,29.6
"Custom Region",AmericanSamoa,2014,95-99,4,0,4,0.0,0.0,0.0,0.0
"Custom Region",AmericanSamoa,2014,100+,1,0,1,0.0,0.0,0.0,0.0
"Custom Region",AmericanSamoa,2015,Total,54343,27158,27185,100.0,100.0,100.0,99.9
"Custom Region",AmericanSamoa,2015,0-4,5204,2562,2642,9.6,9.4,9.7,97.0
"Custom Region",AmericanSamoa,2015,5-9,3611,1739,1872,6.6,6.4,6.9,92.9
"Custom Region",AmericanSamoa,2015,10-14,4471,2205,2266,8.2,8.1,8.3,97.3
"Custom Region",AmericanSamoa,2015,15-19,4436,2199,2237,8.2,8.1,8.2,98.3
"Custom Region",AmericanSamoa,2015,20-24,6223,3065,3158,11.5,11.3,11.6,97.1
"Custom Region",AmericanSamoa,2015,25-29,4051,2027,2024,7.5,7.5,7.4,100.1
"Custom Region",AmericanSamoa,2015,30-34,3595,1936,1659,6.6,7.1,6.1,116.7
"Custom Region",AmericanSamoa,2015,35-39,3783,2164,1619,7.0,8.0,6.0,133.7
"Custom Region",AmericanSamoa,2015,40-44,3755,1965,1790,6.9,7.2,6.6,109.8
"Custom Region",AmericanSamoa,2015,45-49,4068,2002,2066,7.5,7.4,7.6,96.9
"Custom Region",AmericanSamoa,2015,50-54,3628,1681,1947,6.7,6.2,7.2,86.3
"Custom Region",AmericanSamoa,2015,55-59,2832,1423,1409,5.2,5.2,5.2,101.0
"Custom Region",AmericanSamoa,2015,60-64,1891,903,988,3.5,3.3,3.6,91.4
"Custom Region",AmericanSamoa,2015,65-69,1255,615,640,2.3,2.3,2.4,96.1
"Custom Region",AmericanSamoa,2015,70-74,738,350,388,1.4,1.3,1.4,90.2
"Custom Region",AmericanSamoa,2015,75-79,441,193,248,0.8,0.7,0.9,77.8
"Custom Region",AmericanSamoa,2015,80-84,209,84,125,0.4,0.3,0.5,67.2
"Custom Region",AmericanSamoa,2015,85-89,108,35,73,0.2,0.1,0.3,47.9
"Custom Region",AmericanSamoa,2015,90-94,37,9,28,0.1,0.0,0.1,32.1
"Custom Region",AmericanSamoa,2015,95-99,6,1,5,0.0,0.0,0.0,20.0
"Custom Region",AmericanSamoa,2015,100+,1,0,1,0.0,0.0,0.0,0.0
"Custom Region",AmericanSamoa,2016,Total,54194,27051,27143,100.0,100.0,100.0,99.7
"Custom Region",AmericanSamoa,2016,0-4,5203,2566,2637,9.6,9.5,9.7,97.3
"Custom Region",AmericanSamoa,2016,5-9,3560,1714,1846,6.6,6.3,6.8,92.8
"Custom Region",AmericanSamoa,2016,10-14,4264,2101,2163,7.9,7.8,8.0,97.1
"Custom Region",AmericanSamoa,2016,15-19,4018,1969,2049,7.4,7.3,7.5,96.1
"Custom Region",AmericanSamoa,2016,20-24,6150,3014,3136,11.3,11.1,11.6,96.1
"Custom Region",AmericanSamoa,2016,25-29,4357,2191,2166,8.0,8.1,8.0,101.2
"Custom Region",AmericanSamoa,2016,30-34,3544,1876,1668,6.5,6.9,6.1,112.5
"Custom Region",AmericanSamoa,2016,35-39,3758,2147,1611,6.9,7.9,5.9,133.3
"Custom Region",AmericanSamoa,2016,40-44,3683,1965,1718,6.8,7.3,6.3,114.4
"Custom Region",AmericanSamoa,2016,45-49,4049,2018,2031,7.5,7.5,7.5,99.4
"Custom Region",AmericanSamoa,2016,50-54,3704,1710,1994,6.8,6.3,7.3,85.8
"Custom Region",AmericanSamoa,2016,55-59,2970,1479,1491,5.5,5.5,5.5,99.2
"Custom Region",AmericanSamoa,2016,60-64,2003,959,1044,3.7,3.5,3.8,91.9
"Custom Region",AmericanSamoa,2016,65-69,1306,632,674,2.4,2.3,2.5,93.8
"Custom Region",AmericanSamoa,2016,70-74,790,374,416,1.5,1.4,1.5,89.9
"Custom Region",AmericanSamoa,2016,75-79,460,202,258,0.8,0.7,1.0,78.3
"Custom Region",AmericanSamoa,2016,80-84,217,87,130,0.4,0.3,0.5,66.9
"Custom Region",AmericanSamoa,2016,85-89,112,37,75,0.2,0.1,0.3,49.3
"Custom Region",AmericanSamoa,2016,90-94,38,8,30,0.1,0.0,0.1,26.7
"Custom Region",AmericanSamoa,2016,95-99,7,2,5,0.0,0.0,0.0,40.0
"Custom Region",AmericanSamoa,2016,100+,1,0,1,0.0,0.0,0.0,0.0
"Custom Region",AmericanSamoa,2017,Total,54069,26956,27113,100.0,100.0,100.0,99.4
"Custom Region",AmericanSamoa,2017,0-4,5207,2570,2637,9.6,9.5,9.7,97.5
"Custom Region",AmericanSamoa,2017,5-9,3530,1703,1827,6.5,6.3,6.7,93.2
"Custom Region",AmericanSamoa,2017,10-14,4088,2010,2078,7.6,7.5,7.7,96.7
"Custom Region",AmericanSamoa,2017,15-19,3780,1828,1952,7.0,6.8,7.2,93.6
"Custom Region",AmericanSamoa,2017,20-24,5732,2799,2933,10.6,10.4,10.8,95.4
"Custom Region",AmericanSamoa,2017,25-29,4800,2422,2378,8.9,9.0,8.8,101.9
"Custom Region",AmericanSamoa,2017,30-34,3505,1832,1673,6.5,6.8,6.2,109.5
"Custom Region",AmericanSamoa,2017,35-39,3701,2096,1605,6.8,7.8,5.9,130.6
"Custom Region",AmericanSamoa,2017,40-44,3664,1997,1667,6.8,7.4,6.1,119.8
"Custom Region",AmericanSamoa,2017,45-49,3979,2003,1976,7.4,7.4,7.3,101.4
"Custom Region",AmericanSamoa,2017,50-54,3789,1758,2031,7.0,6.5,7.5,86.6
"Custom Region",AmericanSamoa,2017,55-59,3087,1509,1578,5.7,5.6,5.8,95.6
"Custom Region",AmericanSamoa,2017,60-64,2129,1030,1099,3.9,3.8,4.1,93.7
"Custom Region",AmericanSamoa,2017,65-69,1374,654,720,2.5,2.4,2.7,90.8
"Custom Region",AmericanSamoa,2017,70-74,836,393,443,1.5,1.5,1.6,88.7
"Custom Region",AmericanSamoa,2017,75-79,476,210,266,0.9,0.8,1.0,78.9
"Custom Region",AmericanSamoa,2017,80-84,234,96,138,0.4,0.4,0.5,69.6
"Custom Region",AmericanSamoa,2017,85-89,108,35,73,0.2,0.1,0.3,47.9
"Custom Region",AmericanSamoa,2017,90-94,42,10,32,0.1,0.0,0.1,31.3
"Custom Region",AmericanSamoa,2017,95-99,7,1,6,0.0,0.0,0.0,16.7
"Custom Region",AmericanSamoa,2017,100+,1,0,1,0.0,0.0,0.0,0.0
"Custom Region",Andorra,2013,Total,85293,44028,41265,100.0,100.0,100.0,106.7
"Custom Region",Andorra,2013,0-4,4131,2131,2000,4.8,4.8,4.8,106.6
"Custom Region",Andorra,2013,5-9,4516,2309,2207,5.3,5.2,5.3,104.6
"Custom Region",Andorra,2013,10-14,4603,2339,2264,5.4,5.3,5.5,103.3
"Custom Region",Andorra,2013,15-19,3788,2014,1774,4.4,4.6,4.3,113.5
"Custom Region",Andorra,2013,20-24,3935,2007,1928,4.6,4.6,4.7,104.1
"Custom Region",Andorra,2013,25-29,4216,2168,2048,4.9,4.9,5.0,105.9
"Custom Region",Andorra,2013,30-34,6403,3232,3171,7.5,7.3,7.7,101.9
"Custom Region",Andorra,2013,35-39,8070,4095,3975,9.5,9.3,9.6,103.0
"Custom Region",Andorra,2013,40-44,8334,4259,4075,9.8,9.7,9.9,104.5
"Custom Region",Andorra,2013,45-49,8058,4198,3860,9.4,9.5,9.4,108.8
"Custom Region",Andorra,2013,50-54,7155,3792,3363,8.4,8.6,8.1,112.8
"Custom Region",Andorra,2013,55-59,5711,3066,2645,6.7,7.0,6.4,115.9
"Custom Region",Andorra,2013,60-64,4610,2500,2110,5.4,5.7,5.1,118.5
"Custom Region",Andorra,2013,65-69,3762,2051,1711,4.4,4.7,4.1,119.9
"Custom Region",Andorra,2013,70-74,2552,1272,1280,3.0,2.9,3.1,99.4
"Custom Region",Andorra,2013,75-79,1998,1023,975,2.3,2.3,2.4,104.9
"Custom Region",Andorra,2013,80-84,1627,780,847,1.9,1.8,2.1,92.1
"Custom Region",Andorra,2013,85-89,1286,551,735,1.5,1.3,1.8,75.0
"Custom Region",Andorra,2013,90-94,451,196,255,0.5,0.4,0.6,76.9
"Custom Region",Andorra,2013,95-99,78,40,38,0.1,0.1,0.1,105.3
"Custom Region",Andorra,2013,100+,9,5,4,0.0,0.0,0.0,125.0
"Custom Region",Andorra,2014,Total,85458,44082,41376,100.0,100.0,100.0,106.5
"Custom Region",Andorra,2014,0-4,3992,2059,1933,4.7,4.7,4.7,106.5
"Custom Region",Andorra,2014,5-9,4486,2302,2184,5.2,5.2,5.3,105.4
"Custom Region",Andorra,2014,10-14,4609,2347,2262,5.4,5.3,5.5,103.8
"Custom Region",Andorra,2014,15-19,3941,2071,1870,4.6,4.7,4.5,110.7
"Custom Region",Andorra,2014,20-24,3903,2007,1896,4.6,4.6,4.6,105.9
"Custom Region",Andorra,2014,25-29,4041,2072,1969,4.7,4.7,4.8,105.2
"Custom Region",Andorra,2014,30-34,5934,2990,2944,6.9,6.8,7.1,101.6
"Custom Region",Andorra,2014,35-39,7797,3966,3831,9.1,9.0,9.3,103.5
"Custom Region",Andorra,2014,40-44,8334,4240,4094,9.8,9.6,9.9,103.6
"Custom Region",Andorra,2014,45-49,8101,4199,3902,9.5,9.5,9.4,107.6
"Custom Region",Andorra,2014,50-54,7419,3928,3491,8.7,8.9,8.4,112.5
"Custom Region",Andorra,2014,55-59,5969,3186,2783,7.0,7.2,6.7,114.5
"Custom Region",Andorra,2014,60-64,4744,2570,2174,5.6,5.8,5.3,118.2
"Custom Region",Andorra,2014,65-69,3917,2128,1789,4.6,4.8,4.3,118.9
"Custom Region",Andorra,2014,70-74,2819,1426,1393,3.3,3.2,3.4,102.4
"Custom Region",Andorra,2014,75-79,1968,996,972,2.3,2.3,2.3,102.5
"Custom Region",Andorra,2014,80-84,1626,785,841,1.9,1.8,2.0,93.3
"Custom Region",Andorra,2014,85-89,1244,540,704,1.5,1.2,1.7,76.7
"Custom Region",Andorra,2014,90-94,520,221,299,0.6,0.5,0.7,73.9
"Custom Region",Andorra,2014,95-99,84,43,41,0.1,0.1,0.1,104.9
"Custom Region",Andorra,2014,100+,10,6,4,0.0,0.0,0.0,150.0
"Custom Region",Andorra,2015,Total,85580,44113,41467,100.0,100.0,100.0,106.4
"Custom Region",Andorra,2015,0-4,3845,1983,1862,4.5,4.5,4.5,106.5
"Custom Region",Andorra,2015,5-9,4429,2279,2150,5.2,5.2,5.2,106.0
"Custom Region",Andorra,2015,10-14,4593,2336,2257,5.4,5.3,5.4,103.5
"Custom Region",Andorra,2015,15-19,4120,2146,1974,4.8,4.9,4.8,108.7
"Custom Region",Andorra,2015,20-24,3942,2036,1906,4.6,4.6,4.6,106.8
"Custom Region",Andorra,2015,25-29,3859,1995,1864,4.5,4.5,4.5,107.0
"Custom Region",Andorra,2015,30-34,5460,2746,2714,6.4,6.2,6.5,101.2
"Custom Region",Andorra,2015,35-39,7458,3797,3661,8.7,8.6,8.8,103.7
"Custom Region",Andorra,2015,40-44,8376,4243,4133,9.8,9.6,10.0,102.7
"Custom Region",Andorra,2015,45-49,8097,4180,3917,9.5,9.5,9.4,106.7
"Custom Region",Andorra,2015,50-54,7640,4019,3621,8.9,9.1,8.7,111.0
"Custom Region",Andorra,2015,55-59,6262,3360,2902,7.3,7.6,7.0,115.8
"Custom Region",Andorra,2015,60-64,4910,2636,2274,5.7,6.0,5.5,115.9
"Custom Region",Andorra,2015,65-69,4054,2171,1883,4.7,4.9,4.5,115.3
"Custom Region",Andorra,2015,70-74,2996,1558,1438,3.5,3.5,3.5,108.3
"Custom Region",Andorra,2015,75-79,2032,1012,1020,2.4,2.3,2.5,99.2
"Custom Region",Andorra,2015,80-84,1610,792,818,1.9,1.8,2.0,96.8
"Custom Region",Andorra,2015,85-89,1207,527,680,1.4,1.2,1.6,77.5
"Custom Region",Andorra,2015,90-94,584,244,340,0.7,0.6,0.8,71.8
"Custom Region",Andorra,2015,95-99,93,46,47,0.1,0.1,0.1,97.9
"Custom Region",Andorra,2015,100+,13,7,6,0.0,0.0,0.0,116.7
"Custom Region",Andorra,2016,Total,85660,44121,41539,100.0,100.0,100.0,106.2
"Custom Region",Andorra,2016,0-4,3694,1905,1789,4.3,4.3,4.3,106.5
"Custom Region",Andorra,2016,5-9,4345,2239,2106,5.1,5.1,5.1,106.3
"Custom Region",Andorra,2016,10-14,4588,2332,2256,5.4,5.3,5.4,103.4
"Custom Region",Andorra,2016,15-19,4296,2223,2073,5.0,5.0,5.0,107.2
"Custom Region",Andorra,2016,20-24,3855,2013,1842,4.5,4.6,4.4,109.3
"Custom Region",Andorra,2016,25-29,3833,1977,1856,4.5,4.5,4.5,106.5
"Custom Region",Andorra,2016,30-34,5014,2535,2479,5.9,5.7,6.0,102.3
"Custom Region",Andorra,2016,35-39,7117,3603,3514,8.3,8.2,8.5,102.5
"Custom Region",Andorra,2016,40-44,8361,4230,4131,9.8,9.6,9.9,102.4
"Custom Region",Andorra,2016,45-49,8134,4180,3954,9.5,9.5,9.5,105.7
"Custom Region",Andorra,2016,50-54,7806,4089,3717,9.1,9.3,8.9,110.0
"Custom Region",Andorra,2016,55-59,6517,3498,3019,7.6,7.9,7.3,115.9
"Custom Region",Andorra,2016,60-64,5124,2731,2393,6.0,6.2,5.8,114.1
"Custom Region",Andorra,2016,65-69,4185,2236,1949,4.9,5.1,4.7,114.7
"Custom Region",Andorra,2016,70-74,3153,1649,1504,3.7,3.7,3.6,109.6
"Custom Region",Andorra,2016,75-79,2085,1030,1055,2.4,2.3,2.5,97.6
"Custom Region",Andorra,2016,80-84,1623,809,814,1.9,1.8,2.0,99.4
"Custom Region",Andorra,2016,85-89,1177,523,654,1.4,1.2,1.6,80.0
"Custom Region",Andorra,2016,90-94,632,261,371,0.7,0.6,0.9,70.4
"Custom Region",Andorra,2016,95-99,108,50,58,0.1,0.1,0.1,86.2
"Custom Region",Andorra,2016,100+,13,8,5,0.0,0.0,0.0,160.0
"Custom Region",Andorra,2017,Total,85702,44108,41594,100.0,100.0,100.0,106.0
"Custom Region",Andorra,2017,0-4,3548,1829,1719,4.1,4.1,4.1,106.4
"Custom Region",Andorra,2017,5-9,4247,2191,2056,5.0,5.0,4.9,106.6
"Custom Region",Andorra,2017,10-14,4548,2320,2228,5.3,5.3,5.4,104.1
"Custom Region",Andorra,2017,15-19,4473,2281,2192,5.2,5.2,5.3,104.1
"Custom Region",Andorra,2017,20-24,3792,2008,1784,4.4,4.6,4.3,112.6
"Custom Region",Andorra,2017,25-29,3864,1979,1885,4.5,4.5,4.5,105.0
"Custom Region",Andorra,2017,30-34,4602,2348,2254,5.4,5.3,5.4,104.2
"Custom Region",Andorra,2017,35-39,6755,3410,3345,7.9,7.7,8.0,101.9
"Custom Region",Andorra,2017,40-44,8224,4158,4066,9.6,9.4,9.8,102.3
"Custom Region",Andorra,2017,45-49,8217,4215,4002,9.6,9.6,9.6,105.3
"Custom Region",Andorra,2017,50-54,7919,4123,3796,9.2,9.3,9.1,108.6
"Custom Region",Andorra,2017,55-59,6771,3602,3169,7.9,8.2,7.6,113.7
"Custom Region",Andorra,2017,60-64,5364,2856,2508,6.3,6.5,6.0,113.9
"Custom Region",Andorra,2017,65-69,4295,2306,1989,5.0,5.2,4.8,115.9
"Custom Region",Andorra,2017,70-74,3340,1759,1581,3.9,4.0,3.8,111.3
"Custom Region",Andorra,2017,75-79,2141,1047,1094,2.5,2.4,2.6,95.7
"Custom Region",Andorra,2017,80-84,1650,815,835,1.9,1.8,2.0,97.6
"Custom Region",Andorra,2017,85-89,1154,527,627,1.3,1.2,1.5,84.1
"Custom Region",Andorra,2017,90-94,655,270,385,0.8,0.6,0.9,70.1
"Custom Region",Andorra,2017,95-99,129,56,73,0.2,0.1,0.2,76.7
"Custom Region",Andorra,2017,100+,14,8,6,0.0,0.0,0.0,133.3
"Custom Region",Angola,2013,Total,18565269,9386467,9178802,100.0,100.0,100.0,102.3
"Custom Region",Angola,2013,0-4,3084604,1573605,1510999,16.6,16.8,16.5,104.1
"Custom Region",Angola,2013,5-9,2614657,1333017,1281640,14.1,14.2,14.0,104.0
"Custom Region",Angola,2013,10-14,2383723,1214878,1168845,12.8,12.9,12.7,103.9
"Custom Region",Angola,2013,15-19,2103886,1071506,1032380,11.3,11.4,11.2,103.8
"Custom Region",Angola,2013,20-24,1673917,850608,823309,9.0,9.1,9.0,103.3
"Custom Region",Angola,2013,25-29,1395389,708681,686708,7.5,7.6,7.5,103.2
"Custom Region",Angola,2013,30-34,1173525,597210,576315,6.3,6.4,6.3,103.6
"Custom Region",Angola,2013,35-39,966795,492877,473918,5.2,5.3,5.2,104.0
"Custom Region",Angola,2013,40-44,766556,384326,382230,4.1,4.1,4.2,100.5
"Custom Region",Angola,2013,45-49,618789,305201,313588,3.3,3.3,3.4,97.3
"Custom Region",Angola,2013,50-54,505523,245833,259690,2.7,2.6,2.8,94.7
"Custom Region",Angola,2013,55-59,415412,203561,211851,2.2,2.2,2.3,96.1
"Custom Region",Angola,2013,60-64,321156,154776,166380,1.7,1.6,1.8,93.0
"Custom Region",Angola,2013,65-69,236088,111710,124378,1.3,1.2,1.4,89.8
"Custom Region",Angola,2013,70-74,157977,73276,84701,0.9,0.8,0.9,86.5
"Custom Region",Angola,2013,75-79,90980,41213,49767,0.5,0.4,0.5,82.8
"Custom Region",Angola,2013,80-84,41110,17940,23170,0.2,0.2,0.3,77.4
"Custom Region",Angola,2013,85-89,12626,5251,7375,0.1,0.1,0.1,71.2
"Custom Region",Angola,2013,90-94,2322,912,1410,0.0,0.0,0.0,64.7
"Custom Region",Angola,2013,95-99,224,83,141,0.0,0.0,0.0,58.9
"Custom Region",Angola,2013,100+,10,3,7,0.0,0.0,0.0,42.9
"Custom Region",Angola,2014,Total,19088106,9651866,9436240,100.0,100.0,100.0,102.3
"Custom Region",Angola,2014,0-4,3163457,1613928,1549529,16.6,16.7,16.4,104.2
"Custom Region",Angola,2014,5-9,2668593,1360646,1307947,14.0,14.1,13.9,104.0
"Custom Region",Angola,2014,10-14,2418497,1232355,1186142,12.7,12.8,12.6,103.9
"Custom Region",Angola,2014,15-19,2178526,1109931,1068595,11.4,11.5,11.3,103.9
"Custom Region",Angola,2014,20-24,1738361,883024,855337,9.1,9.1,9.1,103.2
"Custom Region",Angola,2014,25-29,1437255,729648,707607,7.5,7.6,7.5,103.1
"Custom Region",Angola,2014,30-34,1208437,614474,593963,6.3,6.4,6.3,103.5
"Custom Region",Angola,2014,35-39,1002556,511958,490598,5.3,5.3,5.2,104.4
"Custom Region",Angola,2014,40-44,794533,399207,395326,4.2,4.1,4.2,101.0
"Custom Region",Angola,2014,45-49,640133,317087,323046,3.4,3.3,3.4,98.2
"Custom Region",Angola,2014,50-54,516397,249790,266607,2.7,2.6,2.8,93.7
"Custom Region",Angola,2014,55-59,428905,210471,218434,2.2,2.2,2.3,96.4
"Custom Region",Angola,2014,60-64,331161,159710,171451,1.7,1.7,1.8,93.2
"Custom Region",Angola,2014,65-69,243821,115465,128356,1.3,1.2,1.4,90.0
"Custom Region",Angola,2014,70-74,163625,75877,87748,0.9,0.8,0.9,86.5
"Custom Region",Angola,2014,75-79,94655,42881,51774,0.5,0.4,0.5,82.8
"Custom Region",Angola,2014,80-84,43078,18793,24285,0.2,0.2,0.3,77.4
"Custom Region",Angola,2014,85-89,13366,5549,7817,0.1,0.1,0.1,71.0
"Custom Region",Angola,2014,90-94,2494,978,1516,0.0,0.0,0.0,64.5
"Custom Region",Angola,2014,95-99,245,91,154,0.0,0.0,0.0,59.1
"Custom Region",Angola,2014,100+,11,3,8,0.0,0.0,0.0,37.5
"Custom Region",Angola,2015,Total,19625353,9924519,9700834,100.0,100.0,100.0,102.3
"Custom Region",Angola,2015,0-4,3244671,1655456,1589215,16.5,16.7,16.4,104.2
"Custom Region",Angola,2015,5-9,2733004,1393514,1339490,13.9,14.0,13.8,104.0
"Custom Region",Angola,2015,10-14,2451350,1249018,1202332,12.5,12.6,12.4,103.9
"Custom Region",Angola,2015,15-19,2237547,1140267,1097280,11.4,11.5,11.3,103.9
"Custom Region",Angola,2015,20-24,1814363,921437,892926,9.2,9.3,9.2,103.2
"Custom Region",Angola,2015,25-29,1481883,751993,729890,7.6,7.6,7.5,103.0
"Custom Region",Angola,2015,30-34,1242556,631403,611153,6.3,6.4,6.3,103.3
"Custom Region",Angola,2015,35-39,1038865,530626,508239,5.3,5.3,5.2,104.4
"Custom Region",Angola,2015,40-44,825790,416310,409480,4.2,4.2,4.2,101.7
"Custom Region",Angola,2015,45-49,660006,327583,332423,3.4,3.3,3.4,98.5
"Custom Region",Angola,2015,50-54,532449,258217,274232,2.7,2.6,2.8,94.2
"Custom Region",Angola,2015,55-59,439422,214738,224684,2.2,2.2,2.3,95.6
"Custom Region",Angola,2015,60-64,341672,164793,176879,1.7,1.7,1.8,93.2
"Custom Region",Angola,2015,65-69,251733,119297,132436,1.3,1.2,1.4,90.1
"Custom Region",Angola,2015,70-74,169390,78594,90796,0.9,0.8,0.9,86.6
"Custom Region",Angola,2015,75-79,98447,44577,53870,0.5,0.4,0.6,82.7
"Custom Region",Angola,2015,80-84,45091,19674,25417,0.2,0.2,0.3,77.4
"Custom Region",Angola,2015,85-89,14154,5874,8280,0.1,0.1,0.1,70.9
"Custom Region",Angola,2015,90-94,2679,1047,1632,0.0,0.0,0.0,64.2
"Custom Region",Angola,2015,95-99,268,97,171,0.0,0.0,0.0,56.7
"Custom Region",Angola,2015,100+,13,4,9,0.0,0.0,0.0,44.4
"Custom Region",Angola,2016,Total,20172332,10202074,9970258,100.0,100.0,100.0,102.3
"Custom Region",Angola,2016,0-4,3326823,1697467,1629356,16.5,16.6,16.3,104.2
"Custom Region",Angola,2016,5-9,2803938,1429706,1374232,13.9,14.0,13.8,104.0
"Custom Region",Angola,2016,10-14,2486691,1267033,1219658,12.3,12.4,12.2,103.9
